id,sale_price,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf1,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,tot_rms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,neighborhood,bldg_type,house_style,roof_style,exterior_1st,foundation,heating,central_air,electrical,sale_type,sale_condition
371,285766,12357,4,10,1924,1964,15.0,944,39,293,1276,934,12,946,1,3,4,3,2,165.0,22.0,40.0,Gilbert,1Fam,1Story,Gable,CemntBd,Wood,GasA,Y,,WD,Normal
372,345119,10156,8,3,1924,1952,48.0,14,14,441,469,956,377,1333,3,3,3,1,2,122.0,141.0,52.0,Somerst,1Fam,1.5Fin,Hip,HdBoard,BrkTil,GasA,Y,FuseA,WD,Normal
373,392053,14472,4,8,1954,1992,36.0,639,110,642,1391,908,226,1134,2,3,5,2,3,1802.0,242.0,35.0,Somerst,1Fam,1Story,Hip,HdBoard,PConc,GasA,Y,SBrkr,WD,Normal
374,300068,17169,6,3,1888,1996,99.0,674,5,103,782,480,387,867,3,3,6,2,3,,58.0,14.0,Edwards,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,ConLD,Alloca
375,363137,23358,9,1,1997,1963,33.0,223,2,73,298,667,467,1134,3,1,3,0,2,,28.0,97.0,Edwards,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
376,295406,27563,5,10,1944,2015,6.0,44,46,7,97,816,28,844,2,2,8,2,1,618.0,50.0,53.0,NWAmes,1Fam,1Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
377,290880,11160,4,5,2010,1978,0.0,249,6,103,358,1145,258,1403,6,3,4,3,1,235.0,28.0,97.0,NridgHt,2fmCon,SLvl,Gable,HdBoard,CBlock,GasA,Y,SBrkr,WD,AdjLand
378,390052,6884,8,2,1905,1953,56.0,297,35,9,341,820,314,1134,5,1,7,0,4,721.0,0.0,16.0,Sawyer,1Fam,1Story,Gable,VinylSd,CBlock,OthW,Y,SBrkr,WD,Normal
379,354569,10864,9,10,1905,1975,39.0,585,151,169,905,699,218,917,3,2,10,1,2,108.0,105.0,50.0,Edwards,1Fam,1Story,Gable,VinylSd,PConc,GasW,Y,SBrkr,WD,Normal
380,254135,15216,4,6,1902,1961,,240,59,62,361,1191,60,1251,6,1,6,2,0,88.0,4.0,62.0,OldTown,1Fam,2Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
381,325566,8251,3,10,1909,1951,9.0,158,48,346,552,1346,476,1822,2,2,7,1,1,99.0,,24.0,NAmes,1Fam,1.5Fin,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
382,427527,8278,8,9,1889,1966,31.0,546,42,193,781,566,1792,2358,3,2,11,0,2,270.0,128.0,83.0,NWAmes,1Fam,2Story,Gable,Wd Sdng,CBlock,GasA,Y,SBrkr,WD,Partial
383,379719,15865,5,1,1951,1984,5.0,1188,9,39,1236,924,1044,1968,5,2,4,0,2,120.0,,0.0,NWAmes,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,New,Normal
384,230639,13038,2,4,1943,1959,20.0,310,28,204,542,403,450,853,2,1,4,1,3,55.0,7.0,45.0,CollgCr,Twnhs,1.5Fin,Gable,VinylSd,CBlock,GasA,Y,FuseA,WD,Normal
385,436638,13580,10,1,2002,1992,23.0,622,20,93,735,817,162,979,1,2,8,0,2,1829.0,107.0,,Edwards,TwnhsE,2Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
386,419620,9143,9,1,1984,1970,31.0,273,152,455,880,1580,123,1703,1,3,8,0,2,807.0,266.0,38.0,Edwards,1Fam,1Story,Gable,BrkFace,CBlock,GasW,Y,SBrkr,WD,Normal
387,235925,11906,3,8,1953,1964,31.0,351,13,181,545,922,21,943,6,3,5,0,2,352.0,,49.0,NAmes,1Fam,2Story,Hip,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
388,218020,8415,2,2,1984,1984,14.0,349,31,63,443,593,161,754,1,2,11,1,2,777.0,53.0,9.0,CollgCr,2fmCon,1.5Fin,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
389,245411,20849,1,1,1926,2009,94.0,366,139,172,677,597,50,647,4,2,3,1,2,959.0,130.0,57.0,Sawyer,1Fam,2Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
390,317790,22418,8,8,1966,1993,21.0,116,77,101,294,678,88,766,3,3,5,1,2,394.0,110.0,20.0,Gilbert,1Fam,2.5Unf,Gable,MetalSd,Wood,GasA,N,SBrkr,WD,Normal
391,314189,5307,3,4,1932,1954,13.0,257,166,635,1058,733,667,1400,3,1,10,1,2,255.0,25.0,30.0,NAmes,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
392,391234,8393,7,3,2008,1967,9.0,270,46,1638,1954,508,1037,1545,2,1,10,3,2,747.0,17.0,20.0,NridgHt,Twnhs,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Alloca
393,287032,6321,1,4,1881,1970,19.0,113,20,10,143,991,890,1881,4,3,6,0,3,293.0,153.0,32.0,NridgHt,1Fam,1Story,Hip,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
394,214025,9652,1,5,1937,2000,3.0,129,87,468,684,1056,64,1120,3,1,10,1,1,47.0,312.0,48.0,Gilbert,TwnhsE,1.5Fin,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
395,359353,12813,9,1,1951,1990,1.0,430,17,122,569,808,693,1501,2,1,10,3,2,159.0,145.0,91.0,Sawyer,Twnhs,2Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
396,354416,6471,8,1,2019,1973,46.0,262,9,27,298,1658,45,1703,5,2,3,0,2,206.0,330.0,33.0,Somerst,1Fam,2Story,Gable,Wd Sdng,PConc,GasA,Y,FuseP,WD,Normal
397,263262,8425,3,3,1906,1973,48.0,48,61,5,114,789,212,1001,3,1,5,0,2,958.0,92.0,19.0,CollgCr,TwnhsE,2Story,Gable,CemntBd,CBlock,Grav,Y,SBrkr,COD,Normal
398,367849,8087,6,6,1908,1987,37.0,545,50,851,1446,1287,309,1596,6,3,3,0,0,376.0,,33.0,Edwards,1Fam,2Story,Hip,VinylSd,CBlock,GasA,N,SBrkr,WD,Normal
399,266558,14818,3,1,1894,1993,71.0,643,105,174,922,592,186,778,3,1,4,0,2,728.0,117.0,,Sawyer,1Fam,2Story,Gable,VinylSd,PConc,GasA,N,SBrkr,WD,Normal
400,406254,13831,4,2,2008,2006,1.0,188,163,2084,2435,982,909,1891,5,2,6,0,1,495.0,239.0,21.0,Sawyer,1Fam,2Story,Hip,CemntBd,BrkTil,GasA,Y,SBrkr,WD,Normal
401,231049,9312,1,7,1939,2008,137.0,70,97,233,400,1027,121,1148,5,3,5,2,1,129.0,17.0,26.0,Somerst,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
402,294756,14594,5,1,1986,1983,4.0,884,3,83,970,725,224,949,3,3,8,1,2,443.0,169.0,41.0,Gilbert,1Fam,1Story,Gable,HdBoard,PConc,GasA,N,SBrkr,WD,Normal
403,216389,10164,1,7,1882,1972,56.0,641,54,600,1295,944,23,967,5,3,7,2,2,76.0,21.0,17.0,NWAmes,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
404,276502,11662,1,4,1994,1992,7.0,84,76,1044,1204,723,573,1296,2,2,7,2,3,183.0,2.0,11.0,BrkSide,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
405,383299,30844,10,10,1931,1989,105.0,30,200,676,906,817,160,977,3,3,9,1,2,574.0,72.0,,BrkSide,1Fam,2Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
406,332213,26114,7,6,1939,1996,35.0,174,23,546,743,824,361,1185,3,2,9,0,2,331.0,38.0,21.0,BrkSide,1Fam,1Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
407,300118,6975,6,8,1913,1990,4.0,338,9,163,510,588,343,931,1,2,11,1,2,610.0,4.0,2.0,CollgCr,1Fam,1Story,Gable,VinylSd,CBlock,GasW,N,SBrkr,WD,Normal
408,242911,20228,2,9,1975,1996,47.0,57,95,26,178,1050,338,1388,6,1,10,0,2,102.0,392.0,43.0,Somerst,1Fam,1Story,Gable,BrkFace,PConc,GasA,N,SBrkr,WD,Abnorml
409,269686,20044,2,6,1968,1969,0.0,215,19,89,323,1072,212,1284,3,3,5,0,0,484.0,109.0,9.0,NWAmes,1Fam,2Story,Gable,MetalSd,CBlock,GasA,N,SBrkr,WD,Family
410,299924,7524,7,9,1939,2014,74.0,166,45,236,447,802,97,899,1,1,4,1,2,79.0,232.0,23.0,OldTown,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
411,264813,20118,1,4,1898,2017,52.0,663,24,1251,1938,965,294,1259,5,1,3,1,2,275.0,699.0,15.0,Gilbert,1Fam,1Story,Hip,VinylSd,Stone,GasA,Y,FuseP,WD,Normal
412,315746,28824,2,6,1990,1973,11.0,168,25,513,706,681,979,1660,6,2,8,2,2,,49.0,49.0,Edwards,1Fam,1Story,Hip,BrkFace,Slab,GasA,Y,SBrkr,WD,Normal
413,345869,7621,8,8,1901,1985,23.0,228,65,704,997,616,538,1154,6,1,6,0,3,284.0,29.0,94.0,Edwards,1Fam,1Story,Hip,HdBoard,PConc,GasA,Y,,WD,Normal
414,285191,8444,6,9,2007,1994,0.0,932,22,129,1083,796,34,830,5,1,5,0,3,50.0,20.0,50.0,OldTown,1Fam,1Story,Gable,HdBoard,CBlock,GasA,Y,SBrkr,WD,Normal
415,257664,22221,2,3,1914,1951,59.0,106,59,460,625,1104,7,1111,2,1,4,1,3,156.0,72.0,39.0,BrkSide,1Fam,1Story,Gable,VinylSd,Wood,GasA,N,SBrkr,WD,Normal
416,343319,15302,7,2,1986,1977,19.0,102,0,793,895,877,207,1084,1,3,4,0,4,384.0,93.0,55.0,NAmes,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,N,SBrkr,WD,Normal
417,301673,17601,4,6,2007,1975,42.0,482,19,261,762,787,448,1235,3,1,6,0,2,286.0,63.0,1.0,Sawyer,1Fam,1Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
418,247343,15840,2,4,1962,1972,157.0,97,19,224,340,992,113,1105,1,2,3,0,2,278.0,48.0,6.0,Somerst,1Fam,2Story,Gable,HdBoard,PConc,GasA,Y,SBrkr,WD,Abnorml
419,335548,16241,6,1,2017,1985,17.0,534,69,508,1111,682,362,1044,5,3,8,0,2,250.0,18.0,4.0,CollgCr,1Fam,1Story,Gable,VinylSd,PConc,GasA,N,SBrkr,WD,Normal
420,385455,6882,9,8,2018,1955,231.0,30,18,328,376,621,806,1427,5,2,7,2,3,1008.0,58.0,5.0,NAmes,1Fam,2Story,Gable,CemntBd,BrkTil,Wall,Y,SBrkr,WD,Normal
421,405207,22553,9,9,1990,1984,50.0,35,50,1994,2079,807,184,991,2,3,11,1,2,954.0,8.0,15.0,NAmes,1Fam,2Story,Hip,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
422,339513,23975,8,9,1969,1987,13.0,694,58,221,973,695,83,778,6,3,4,1,2,156.0,200.0,37.0,Edwards,TwnhsE,1Story,Gable,Wd Sdng,Wood,GasA,Y,SBrkr,WD,Normal
423,256599,11912,3,2,1903,1984,28.0,233,53,77,363,628,749,1377,6,3,11,1,1,151.0,4.0,6.0,Edwards,1Fam,1Story,Gable,CemntBd,PConc,GasA,Y,FuseA,WD,Normal
424,267729,13072,3,9,1956,2002,67.0,380,46,255,681,1177,191,1368,5,2,11,1,2,283.0,47.0,136.0,Gilbert,1Fam,2Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
425,294298,6213,2,7,1980,1987,29.0,76,26,107,209,1738,157,1895,1,1,11,0,2,35.0,10.0,96.0,NridgHt,1Fam,SLvl,Hip,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
426,241833,17276,5,5,2011,2008,3.0,54,23,329,406,563,130,693,6,3,6,0,2,126.0,149.0,178.0,NAmes,1Fam,2.5Fin,Gable,BrkFace,BrkTil,GasA,Y,SBrkr,ConLD,Normal
427,262984,17783,4,7,1892,1992,9.0,540,41,53,634,792,164,956,3,2,7,1,3,91.0,37.0,2.0,BrkSide,2fmCon,1.5Fin,Gambrel,Wd Sdng,CBlock,GasA,Y,,ConLD,Normal
428,347492,12950,7,9,1977,1953,78.0,133,3,1198,1334,946,335,1281,3,3,10,1,1,88.0,12.0,95.0,CollgCr,1Fam,2Story,Shed,VinylSd,Stone,GasA,N,SBrkr,WD,Normal
429,256224,23439,4,8,1999,1954,52.0,182,104,785,1071,535,170,705,1,1,10,1,4,356.0,75.0,81.0,OldTown,1Fam,SLvl,Hip,MetalSd,Wood,GasA,Y,SBrkr,WD,Normal
430,304342,11304,9,6,1916,2017,42.0,8,87,67,162,839,117,956,2,3,3,1,0,169.0,248.0,116.0,NWAmes,1Fam,1Story,Hip,MetalSd,PConc,GasA,Y,SBrkr,WD,Alloca
431,245051,17717,2,4,1927,1994,9.0,146,21,75,242,858,408,1266,3,2,3,0,3,65.0,239.0,37.0,Edwards,1Fam,2Story,Gambrel,MetalSd,PConc,GasW,Y,,WD,Normal
432,322557,8023,6,1,1880,1974,90.0,441,41,287,769,1036,68,1104,1,3,8,0,2,764.0,28.0,77.0,Gilbert,1Fam,1Story,Gable,VinylSd,PConc,GasW,Y,SBrkr,New,Normal
433,333102,13203,7,6,1939,1960,161.0,516,134,592,1242,712,67,779,1,2,9,1,2,725.0,127.0,2.0,CollgCr,1Fam,1Story,Gable,BrkFace,CBlock,GasA,Y,FuseF,WD,Normal
434,279986,12244,4,3,2019,1978,2.0,359,15,98,472,757,357,1114,5,1,4,3,1,694.0,3.0,3.0,CollgCr,1Fam,1Story,Hip,VinylSd,Wood,GasA,Y,SBrkr,WD,Normal
435,362150,14952,6,6,2018,1983,4.0,353,67,25,445,1201,604,1805,6,1,4,1,2,173.0,14.0,6.0,CollgCr,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Alloca
436,305647,11105,7,6,1923,1963,108.0,211,4,315,530,1018,82,1100,5,3,7,1,3,20.0,69.0,123.0,Somerst,1Fam,1Story,Gable,BrkFace,BrkTil,GasA,Y,SBrkr,WD,Normal
437,276501,12509,4,4,1994,1973,84.0,231,37,470,738,1116,63,1179,6,1,11,0,1,39.0,25.0,3.0,NWAmes,1Fam,1Story,Gable,HdBoard,CBlock,GasA,Y,SBrkr,WD,Normal
438,319038,20191,8,2,1987,2008,48.0,407,107,112,626,530,332,862,2,2,7,0,1,,160.0,5.0,Gilbert,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
439,305308,10738,9,9,1923,1988,144.0,85,40,538,663,734,290,1024,2,3,10,1,2,86.0,267.0,133.0,NWAmes,1Fam,2Story,Gable,CemntBd,BrkTil,GasA,Y,SBrkr,WD,Normal
440,293173,5983,1,2,1957,1975,51.0,79,47,1203,1329,1414,177,1591,2,2,10,1,1,724.0,0.0,5.0,Gilbert,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
441,362174,32041,7,3,1904,1992,12.0,898,119,58,1075,875,30,905,1,3,7,1,1,1503.0,26.0,101.0,NWAmes,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,COD,Normal
442,343331,26654,9,10,2011,1985,65.0,8,62,286,356,864,28,892,1,2,10,0,2,593.0,57.0,77.0,Somerst,1Fam,2Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,New,Normal
443,383146,7001,10,1,1995,1988,51.0,45,59,23,127,875,450,1325,5,3,10,0,2,458.0,82.0,2.0,NAmes,1Fam,2Story,Hip,Wd Sdng,BrkTil,GasA,Y,FuseA,WD,Normal
444,318453,18861,5,7,1998,2010,212.0,253,44,92,389,1437,180,1617,3,2,7,0,2,310.0,247.0,1.0,Gilbert,1Fam,1Story,Gable,BrkFace,CBlock,GasA,Y,,WD,Normal
445,268459,10389,2,1,1889,1965,12.0,401,50,37,488,717,585,1302,6,2,7,2,3,514.0,222.0,38.0,Edwards,Duplex,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Family
446,408378,15240,10,9,1988,2008,45.0,231,81,207,519,1098,256,1354,6,3,6,1,2,1028.0,101.0,293.0,NWAmes,1Fam,1Story,Gable,CemntBd,PConc,GasA,Y,SBrkr,WD,AdjLand
447,318227,15477,6,1,1914,1955,75.0,131,193,687,1011,971,289,1260,2,2,3,0,1,321.0,29.0,105.0,Gilbert,1Fam,1.5Fin,Flat,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
448,376489,11882,7,5,2013,2005,20.0,1144,79,344,1567,595,816,1411,6,1,11,1,2,58.0,152.0,18.0,NAmes,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
449,224333,9028,2,7,1898,1957,23.0,365,61,100,526,820,53,873,4,2,4,2,2,62.0,22.0,24.0,Gilbert,1Fam,2Story,Gable,MetalSd,PConc,OthW,Y,SBrkr,ConLD,Normal
450,237973,9459,2,3,1887,1976,109.0,534,7,16,557,699,234,933,2,3,3,1,2,306.0,335.0,24.0,OldTown,1Fam,1Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,ConLI,Normal
451,315695,8449,10,9,1889,1976,25.0,12,84,322,418,612,17,629,6,1,8,3,2,141.0,0.0,66.0,OldTown,1Fam,SLvl,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
452,403825,8813,10,8,1908,1995,49.0,80,66,56,202,1285,133,1418,5,1,7,0,3,843.0,84.0,20.0,NridgHt,1Fam,1Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
453,193111,12918,1,3,1894,1990,110.0,140,73,167,380,622,48,670,6,2,3,3,2,331.0,9.0,7.0,CollgCr,Twnhs,2Story,Hip,MetalSd,BrkTil,GasA,Y,SBrkr,COD,Normal
454,293507,9340,4,5,1966,1974,11.0,60,13,285,358,1124,62,1186,1,2,9,2,1,394.0,52.0,68.0,NWAmes,1Fam,2Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Abnorml
455,375731,18788,7,7,1902,1967,200.0,22,116,936,1074,693,819,1512,5,2,9,1,2,,100.0,30.0,NWAmes,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
456,390913,28102,9,4,1925,1961,60.0,76,5,34,115,1349,283,1632,5,1,5,0,2,241.0,116.0,3.0,NridgHt,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
457,264318,9996,3,5,1907,2000,34.0,228,14,441,683,791,668,1459,5,1,10,0,4,197.0,153.0,78.0,NWAmes,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
458,315892,15058,7,3,1905,1988,28.0,356,54,5,415,992,175,1167,4,1,8,1,4,428.0,89.0,44.0,Gilbert,1Fam,2Story,Gable,HdBoard,BrkTil,GasA,Y,SBrkr,WD,AdjLand
459,341218,17151,7,9,1889,1959,154.0,446,55,397,898,757,273,1030,4,3,6,1,2,,28.0,33.0,NWAmes,TwnhsE,2Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
460,276496,16915,7,10,1883,2003,11.0,13,18,320,351,468,9,477,6,3,5,0,2,1313.0,220.0,55.0,BrkSide,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
461,221320,13876,2,9,1934,1978,18.0,167,60,668,895,544,190,734,2,2,3,1,2,388.0,166.0,35.0,CollgCr,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
462,302262,19367,6,7,1945,1990,18.0,39,24,303,366,508,249,757,6,3,4,1,2,377.0,17.0,52.0,Somerst,Twnhs,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
463,233117,17002,2,10,1946,1958,17.0,169,0,173,342,968,5,973,6,3,4,2,2,881.0,175.0,101.0,Gilbert,1Fam,1Story,Gable,MetalSd,PConc,GasW,Y,SBrkr,WD,Normal
464,370929,7195,6,2,2014,2012,,170,8,111,289,890,467,1357,6,2,7,2,2,1869.0,359.0,47.0,Gilbert,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
465,352957,20631,10,7,1934,1986,226.0,206,107,35,348,1073,105,1178,1,2,6,2,2,77.0,101.0,53.0,Edwards,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
466,246201,20819,3,7,1910,1963,109.0,670,12,305,987,732,180,912,5,1,4,2,2,582.0,33.0,47.0,Edwards,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
467,239795,9121,2,5,1953,1988,19.0,490,5,876,1371,468,230,698,3,1,11,2,2,61.0,93.0,37.0,Somerst,1Fam,2Story,Hip,HdBoard,CBlock,GasA,Y,SBrkr,WD,Normal
468,443338,13615,6,9,1898,1989,27.0,303,57,289,649,1326,1455,2781,2,2,9,1,2,213.0,41.0,9.0,Gilbert,1Fam,2Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Alloca
469,282208,18800,2,3,1960,2003,55.0,649,29,537,1215,1208,31,1239,2,2,10,1,2,36.0,112.0,20.0,Sawyer,1Fam,1Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
470,279568,12032,5,4,1966,1952,0.0,340,79,141,560,1004,243,1247,5,3,10,2,2,341.0,78.0,59.0,BrkSide,1Fam,1Story,Hip,VinylSd,PConc,OthW,Y,SBrkr,ConLD,Normal
471,285295,22845,2,1,1899,2004,85.0,512,98,237,847,1252,226,1478,2,3,4,1,2,221.0,265.0,27.0,NAmes,1Fam,1.5Fin,Gable,HdBoard,CBlock,GasA,N,SBrkr,WD,Abnorml
472,239254,43561,3,6,1892,1982,105.0,248,93,156,497,870,21,891,5,3,7,1,2,346.0,96.0,26.0,Sawyer,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Abnorml
473,245454,9018,3,4,1956,1968,,223,18,46,287,972,301,1273,2,2,5,3,1,396.0,24.0,,CollgCr,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,FuseF,WD,Normal
474,314494,6697,6,1,1922,1983,23.0,386,35,215,636,726,101,827,6,2,11,0,1,,129.0,0.0,NridgHt,1Fam,1Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
475,254578,15551,6,2,2018,1999,30.0,5,52,578,635,651,32,683,1,1,11,0,2,121.0,35.0,56.0,Edwards,1Fam,2Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Abnorml
476,344976,19163,10,3,1929,1996,0.0,351,19,200,570,559,59,618,2,3,8,1,1,634.0,31.0,33.0,Sawyer,1Fam,1Story,Hip,HdBoard,PConc,GasA,Y,SBrkr,WD,Normal
477,282403,11903,3,9,1907,1995,25.0,817,2,420,1239,716,520,1236,2,1,6,0,2,280.0,49.0,23.0,Gilbert,2fmCon,2.5Fin,Gable,BrkFace,CBlock,GasA,Y,SBrkr,WD,Normal
478,348718,27629,3,8,1883,2005,30.0,375,34,568,977,1995,32,2027,3,2,10,0,2,235.0,1.0,20.0,Somerst,1Fam,1Story,Gable,CemntBd,BrkTil,GasA,Y,SBrkr,WD,Abnorml
479,228342,6841,1,7,1901,2006,118.0,11,0,155,166,569,188,757,1,3,7,1,1,1521.0,,9.0,BrkSide,1Fam,1Story,Gable,Wd Sdng,CBlock,GasA,Y,,WD,Normal
480,309920,18891,7,4,1998,2000,112.0,142,150,638,930,677,65,742,6,1,5,3,3,116.0,75.0,20.0,BrkSide,2fmCon,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
481,353439,9868,8,1,1980,2003,169.0,497,79,165,741,928,53,981,1,2,10,0,2,262.0,148.0,24.0,Somerst,1Fam,1Story,Hip,Wd Sdng,CBlock,GasA,Y,SBrkr,WD,Normal
482,329270,31561,2,8,1918,1977,108.0,955,10,118,1083,1843,69,1912,1,1,8,2,2,401.0,29.0,28.0,Edwards,1Fam,1Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
483,209296,36179,4,4,1913,1968,0.0,138,16,100,254,655,203,858,2,3,7,0,2,46.0,137.0,,OldTown,1Fam,2Story,Flat,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
484,327860,9105,10,3,1976,1976,51.0,552,203,89,844,743,81,824,4,1,3,0,1,153.0,83.0,30.0,OldTown,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
485,375575,10149,7,9,1923,1997,3.0,598,23,534,1155,1098,30,1128,2,1,5,1,2,566.0,55.0,79.0,OldTown,Twnhs,1.5Fin,Gable,MetalSd,BrkTil,GasA,Y,SBrkr,WD,Normal
486,383058,20533,8,10,1919,1968,15.0,39,76,873,988,1079,484,1563,5,2,9,0,3,94.0,352.0,51.0,NridgHt,1Fam,2Story,Gable,VinylSd,PConc,GasA,N,SBrkr,WD,AdjLand
487,217942,11008,1,4,1976,2000,43.0,560,29,104,693,728,232,960,3,3,5,1,1,237.0,68.0,10.0,Sawyer,1Fam,1Story,Hip,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Abnorml
488,258812,13059,4,4,2019,1956,60.0,117,99,35,251,699,51,750,1,1,3,1,2,348.0,107.0,16.0,Sawyer,1Fam,1Story,Gable,HdBoard,PConc,GasA,Y,,WD,Alloca
489,313205,13530,6,9,2009,1978,53.0,269,60,150,479,1026,191,1217,5,2,10,2,4,389.0,1.0,4.0,CollgCr,2fmCon,1Story,Hip,BrkFace,CBlock,GasA,Y,SBrkr,WD,Normal
490,261367,5116,3,2,1953,1992,2.0,232,1,428,661,819,21,840,6,3,9,2,2,456.0,35.0,145.0,OldTown,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
491,287645,13267,5,5,1965,2018,5.0,326,17,183,526,978,260,1238,5,2,7,0,2,703.0,219.0,108.0,CollgCr,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,COD,Normal
492,350173,9462,10,4,1969,2007,6.0,404,40,318,762,853,124,977,4,3,7,1,2,174.0,142.0,4.0,Gilbert,1Fam,SLvl,Gable,BrkFace,BrkTil,GasA,Y,SBrkr,WD,Normal
493,344622,10440,9,9,1946,1957,4.0,174,130,545,849,997,32,1029,1,2,8,1,3,429.0,76.0,42.0,OldTown,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,FuseA,New,Normal
494,253198,27496,3,5,1955,1991,9.0,657,5,210,872,1029,60,1089,2,2,9,2,2,461.0,230.0,161.0,Gilbert,1Fam,1.5Fin,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Family
495,331638,7127,5,9,1971,1991,58.0,497,45,3237,3779,500,127,627,1,2,5,0,3,124.0,,68.0,Edwards,TwnhsE,1Story,Gable,MetalSd,CBlock,GasA,N,SBrkr,Con,Normal
496,380624,20062,8,9,1889,1962,88.0,461,17,141,619,781,492,1273,3,1,6,1,2,1206.0,83.0,33.0,BrkSide,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,ConLI,Normal
497,346037,11620,6,2,1965,1975,26.0,183,110,1531,1824,992,57,1049,1,1,3,0,3,701.0,48.0,13.0,BrkSide,1Fam,SFoyer,Gable,Wd Sdng,BrkTil,GasA,Y,SBrkr,WD,Normal
